date,site_id,region,behavior,cement_type,planned_pour_tonnes,consumed_tonnes,opening_inventory_tonnes,deliveries_tonnes,closing_inventory_tonnes,rain_mm,avg_temp_c,silo_capacity,capacity_violation,opening_overflow_tonnes,closing_overflow_tonnes
2022-05-24,SITE_009,East,conservative,CEM_III,13.02,13.02,2615.28,44.99,2647.25,3.84,18.86,352,True,2263.28,2295.25
2022-05-25,SITE_009,East,conservative,CEM_III,10.92,10.92,2647.25,38.13,2674.46,1.18,18.91,352,True,2295.25,2322.46
2022-05-26,SITE_009,East,conservative,CEM_I,18.78,18.78,2674.46,44.73,2700.41,23.14,20.12,352,True,2322.46,2348.41
2022-05-27,SITE_009,East,conservative,CEM_II,9.04,9.04,2700.41,21.61,2712.98,1.22,19.04,352,True,2348.41,2360.98
2022-05-28,SITE_009,East,conservative,CEM_III,10.14,10.14,2712.98,21.37,2724.21,4.95,18.22,352,True,2360.98,2372.21
2022-05-29,SITE_009,East,conservative,CEM_III,12.22,12.22,2724.21,32.37,2744.36,5.91,9.89,352,True,2372.21,2392.36
2022-05-30,SITE_009,East,conservative,CEM_I,13.54,13.54,2744.36,34.55,2765.37,4.99,18.35,352,True,2392.36,2413.37
2022-05-31,SITE_009,East,conservative,CEM_III,7.65,7.65,2765.37,11.27,2768.99,1.17,13.4,352,True,2413.37,2416.99
2022-06-01,SITE_009,East,conservative,CEM_III,9.38,9.38,2768.99,17.76,2777.37,2.69,9.55,352,True,2416.99,2425.37
2022-06-02,SITE_009,East,conservative,CEM_II,5.68,5.68,2777.37,36.82,2808.51,3.07,10.25,352,True,2425.37,2456.51
2022-06-03,SITE_009,East,conservative,CEM_I,19.48,19.48,2808.51,49.25,2838.28,0.78,22.13,352,True,2456.51,2486.28
2022-06-04,SITE_009,East,conservative,CEM_I,13.22,13.22,2838.28,27.08,2852.14,8.56,18.95,352,True,2486.28,2500.14
2022-06-05,SITE_009,East,conservative,CEM_II,12.66,12.66,2852.14,33.66,2873.14,3.2,11.17,352,True,2500.14,2521.14
2022-06-06,SITE_009,East,conservative,CEM_I,16.33,16.33,2873.14,30.81,2887.62,26.87,15.75,352,True,2521.14,2535.62
2022-06-07,SITE_009,East,conservative,CEM_II,19.29,19.29,2887.62,35.11,2903.44,5.85,16.09,352,True,2535.62,2551.44
2022-06-08,SITE_009,East,conservative,CEM_III,6.42,6.42,2903.44,18.01,2915.03,10.94,11.21,352,True,2551.44,2563.03
2022-06-09,SITE_009,East,conservative,CEM_II,6.64,6.64,2915.03,42.71,2951.1,4.11,1.52,352,True,2563.03,2599.1
2022-06-10,SITE_009,East,conservative,CEM_II,6.11,6.11,2951.1,30.13,2975.12,0.61,9.84,352,True,2599.1,2623.12
2022-06-11,SITE_009,East,conservative,CEM_II,19.33,19.33,2975.12,13.26,2969.05,14.04,28.28,352,True,2623.12,2617.05
2022-06-12,SITE_009,East,conservative,CEM_I,12.07,12.07,2969.05,17.84,2974.82,1.77,13.39,352,True,2617.05,2622.82
2022-06-13,SITE_009,East,conservative,CEM_I,0.0,0.0,2974.82,34.16,3008.98,0.95,12.92,352,True,2622.82,2656.98
2022-06-14,SITE_009,East,conservative,CEM_III,11.31,11.31,3008.98,19.11,3016.78,2.82,13.55,352,True,2656.98,2664.78
2022-06-15,SITE_009,East,conservative,CEM_I,0.0,0.0,3016.78,19.04,3035.82,7.28,17.34,352,True,2664.78,2683.82
2022-06-16,SITE_009,East,conservative,CEM_II,5.92,5.92,3035.82,19.72,3049.62,4.12,13.81,352,True,2683.82,2697.62
2022-06-17,SITE_009,East,conservative,CEM_II,15.51,15.51,3049.62,14.89,3049.0,4.93,9.67,352,True,2697.62,2697.0
2022-06-18,SITE_009,East,conservative,CEM_I,18.6,18.6,3049.0,42.03,3072.43,5.87,13.06,352,True,2697.0,2720.43
2022-06-19,SITE_009,East,conservative,CEM_I,12.63,12.63,3072.43,19.72,3079.52,3.55,15.5,352,True,2720.43,2727.52
2022-06-20,SITE_009,East,conservative,CEM_III,12.73,12.73,3079.52,39.76,3106.55,2.1,9.02,352,True,2727.52,2754.55
2022-06-21,SITE_009,East,conservative,CEM_III,9.42,9.42,3106.55,30.85,3127.98,0.44,12.25,352,True,2754.55,2775.98
2022-06-22,SITE_009,East,conservative,CEM_III,15.53,15.53,3127.98,48.49,3160.94,3.14,12.34,352,True,2775.98,2808.94
2022-06-23,SITE_009,East,conservative,CEM_II,5.73,5.73,3160.94,41.78,3196.99,28.09,10.76,352,True,2808.94,2844.99
2022-06-24,SITE_009,East,conservative,CEM_II,11.7,11.7,3196.99,21.53,3206.82,1.4,6.51,352,True,2844.99,2854.82
2022-06-25,SITE_009,East,conservative,CEM_I,14.79,14.79,3206.82,25.37,3217.4,7.73,13.07,352,True,2854.82,2865.4
2022-06-26,SITE_009,East,conservative,CEM_III,15.53,15.53,3217.4,24.13,3226.0,1.23,1.22,352,True,2865.4,2874.0
2022-06-27,SITE_009,East,conservative,CEM_III,15.6,15.6,3226.0,21.34,3231.74,0.45,12.45,352,True,2874.0,2879.74
2022-06-28,SITE_009,East,conservative,CEM_III,19.43,19.43,3231.74,45.72,3258.03,1.52,4.87,352,True,2879.74,2906.03
2022-06-29,SITE_009,East,conservative,CEM_II,8.55,8.55,3258.03,23.8,3273.28,5.36,9.33,352,True,2906.03,2921.28
2022-06-30,SITE_009,East,conservative,CEM_III,18.35,18.35,3273.28,46.87,3301.8,4.47,14.68,352,True,2921.28,2949.8
2022-07-01,SITE_009,East,conservative,CEM_III,5.78,5.78,3301.8,14.85,3310.87,2.65,11.94,352,True,2949.8,2958.87
2022-07-02,SITE_009,East,conservative,CEM_III,6.99,5.59,3310.87,31.98,3337.26,3.9,-2.07,352,True,2958.87,2985.26
2022-07-03,SITE_009,East,conservative,CEM_I,14.98,14.98,3337.26,20.15,3342.43,2.77,13.24,352,True,2985.26,2990.43
2022-07-04,SITE_009,East,conservative,CEM_III,17.93,17.93,3342.43,37.14,3361.64,10.47,10.06,352,True,2990.43,3009.64
2022-07-05,SITE_009,East,conservative,CEM_III,12.44,12.44,3361.64,38.04,3387.24,4.46,2.82,352,True,3009.64,3035.24
2022-07-06,SITE_009,East,conservative,CEM_III,7.51,7.51,3387.24,34.56,3414.29,4.34,7.37,352,True,3035.24,3062.29
2022-07-07,SITE_009,East,conservative,CEM_III,14.67,14.67,3414.29,47.5,3447.12,0.24,6.76,352,True,3062.29,3095.12
2022-07-08,SITE_009,East,conservative,CEM_III,12.29,12.29,3447.12,19.74,3454.57,1.51,16.36,352,True,3095.12,3102.57
2022-07-09,SITE_009,East,conservative,CEM_I,8.3,8.3,3454.57,49.02,3495.29,5.29,11.4,352,True,3102.57,3143.29
2022-07-10,SITE_009,East,conservative,CEM_I,8.36,8.36,3495.29,33.04,3519.97,0.18,2.41,352,True,3143.29,3167.97
2022-07-11,SITE_009,East,conservative,CEM_III,8.89,8.89,3519.97,46.32,3557.4,4.41,17.12,352,True,3167.97,3205.4
2022-07-12,SITE_009,East,conservative,CEM_III,8.93,8.93,3557.4,33.85,3582.32,2.1,7.88,352,True,3205.4,3230.32
2022-07-13,SITE_009,East,conservative,CEM_II,18.92,18.92,3582.32,11.47,3574.87,1.63,8.87,352,True,3230.32,3222.87
2022-07-14,SITE_009,East,conservative,CEM_I,8.95,8.95,3574.87,29.55,3595.47,5.75,9.68,352,True,3222.87,3243.47
2022-07-15,SITE_009,East,conservative,CEM_III,9.26,9.26,3595.47,20.34,3606.55,7.84,10.54,352,True,3243.47,3254.55
2022-07-16,SITE_009,East,conservative,CEM_II,16.92,16.92,3606.55,47.32,3636.95,3.2,8.38,352,True,3254.55,3284.95
2022-07-17,SITE_009,East,conservative,CEM_I,5.11,4.09,3636.95,30.49,3663.35,0.76,-5.0,352,True,3284.95,3311.35
2022-07-18,SITE_009,East,conservative,CEM_II,13.42,13.42,3663.35,40.26,3690.19,15.58,7.66,352,True,3311.35,3338.19
2022-07-19,SITE_009,East,conservative,CEM_III,5.05,5.05,3690.19,27.03,3712.17,0.26,8.16,352,True,3338.19,3360.17
2022-07-20,SITE_009,East,conservative,CEM_II,10.91,10.91,3712.17,45.72,3746.98,5.17,4.01,352,True,3360.17,3394.98
2022-07-21,SITE_009,East,conservative,CEM_III,19.34,19.34,3746.98,18.94,3746.58,20.44,8.33,352,True,3394.98,3394.58
2022-07-22,SITE_009,East,conservative,CEM_II,5.73,5.73,3746.58,25.88,3766.73,1.52,5.32,352,True,3394.58,3414.73
2022-07-23,SITE_009,East,conservative,CEM_II,16.73,16.73,3766.73,49.19,3799.19,7.35,5.86,352,True,3414.73,3447.19
2022-07-24,SITE_009,East,conservative,CEM_III,18.12,18.12,3799.19,15.62,3796.69,9.33,11.31,352,True,3447.19,3444.69
2022-07-25,SITE_009,East,conservative,CEM_II,0.0,0.0,3796.69,12.95,3809.64,4.83,12.78,352,True,3444.69,3457.64
2022-07-26,SITE_009,East,conservative,CEM_II,19.23,19.23,3809.64,38.33,3828.74,0.02,11.81,352,True,3457.64,3476.74
2022-07-27,SITE_009,East,conservative,CEM_I,18.52,18.52,3828.74,30.41,3840.63,5.2,12.16,352,True,3476.74,3488.63
2022-07-28,SITE_009,East,conservative,CEM_II,0.0,0.0,3840.63,27.79,3868.42,3.76,11.22,352,True,3488.63,3516.42
2022-07-29,SITE_009,East,conservative,CEM_I,17.47,17.47,3868.42,15.87,3866.82,4.55,3.82,352,True,3516.42,3514.82
2022-07-30,SITE_009,East,conservative,CEM_I,8.61,8.61,3866.82,35.24,3893.45,1.83,7.22,352,True,3514.82,3541.45
2022-07-31,SITE_009,East,conservative,CEM_III,6.59,6.59,3893.45,33.93,3920.79,2.54,8.58,352,True,3541.45,3568.79
2022-08-01,SITE_009,East,conservative,CEM_I,17.99,17.99,3920.79,14.4,3917.2,2.41,0.33,352,True,3568.79,3565.2
2022-08-02,SITE_009,East,conservative,CEM_III,16.87,16.87,3917.2,24.29,3924.62,1.12,3.8,352,True,3565.2,3572.62
2022-08-03,SITE_009,East,conservative,CEM_III,14.08,14.08,3924.62,29.14,3939.68,18.97,5.63,352,True,3572.62,3587.68
2022-08-04,SITE_009,East,conservative,CEM_II,12.57,10.05,3939.68,22.78,3952.41,3.21,-2.65,352,True,3587.68,3600.41
2022-08-05,SITE_009,East,conservative,CEM_II,5.19,5.19,3952.41,22.03,3969.25,1.79,11.4,352,True,3600.41,3617.25
2022-08-06,SITE_009,East,conservative,CEM_III,6.15,6.15,3969.25,42.28,4005.38,10.29,3.18,352,True,3617.25,3653.38
2022-08-07,SITE_009,East,conservative,CEM_II,19.0,19.0,4005.38,27.74,4014.12,2.39,13.36,352,True,3653.38,3662.12
2022-08-08,SITE_009,East,conservative,CEM_II,5.27,5.27,4014.12,12.9,4021.75,0.32,5.09,352,True,3662.12,3669.75
2022-08-09,SITE_009,East,conservative,CEM_III,10.7,10.7,4021.75,17.13,4028.18,5.34,12.55,352,True,3669.75,3676.18
2022-08-10,SITE_009,East,conservative,CEM_I,9.88,7.9,4028.18,33.32,4053.6,3.22,-1.11,352,True,3676.18,3701.6
2022-08-11,SITE_009,East,conservative,CEM_I,7.51,6.0,4053.6,20.03,4067.63,16.53,-5.0,352,True,3701.6,3715.63
2022-08-12,SITE_009,East,conservative,CEM_I,12.47,9.98,4067.63,40.24,4097.89,8.95,-0.05,352,True,3715.63,3745.8900000000003
2022-08-13,SITE_009,East,conservative,CEM_II,18.33,14.67,4097.89,26.61,4109.83,3.63,-4.07,352,True,3745.8900000000003,3757.83
2022-08-14,SITE_009,East,conservative,CEM_III,18.01,14.41,4109.83,20.5,4115.92,20.99,-1.71,352,True,3757.83,3763.92
2022-08-15,SITE_009,East,conservative,CEM_III,18.55,18.55,4115.92,40.14,4137.51,8.62,8.78,352,True,3763.92,3785.51
2022-08-16,SITE_009,East,conservative,CEM_III,18.19,14.55,4137.51,32.81,4155.77,7.97,-4.28,352,True,3785.51,3803.7700000000004
2022-08-17,SITE_009,East,conservative,CEM_I,6.84,6.84,4155.77,20.89,4169.82,10.7,8.57,352,True,3803.7700000000004,3817.8199999999997
2022-08-18,SITE_009,East,conservative,CEM_II,7.83,6.27,4169.82,13.74,4177.29,3.25,-0.19,352,True,3817.8199999999997,3825.29
2022-08-19,SITE_009,East,conservative,CEM_II,6.6,6.6,4177.29,22.56,4193.25,6.65,3.63,352,True,3825.29,3841.25
2022-08-20,SITE_009,East,conservative,CEM_III,18.88,18.88,4193.25,26.56,4200.93,11.49,3.18,352,True,3841.25,3848.9300000000003
2022-08-21,SITE_009,East,conservative,CEM_I,11.97,11.97,4200.93,15.21,4204.17,1.75,6.45,352,True,3848.9300000000003,3852.17
2022-08-22,SITE_009,East,conservative,CEM_I,16.93,13.55,4204.17,44.24,4234.86,1.49,-3.96,352,True,3852.17,3882.8599999999997
2022-08-23,SITE_009,East,conservative,CEM_III,10.85,10.85,4234.86,14.03,4238.04,0.07,16.23,352,True,3882.8599999999997,3886.04
2022-08-24,SITE_009,East,conservative,CEM_III,8.44,8.44,4238.04,42.18,4271.78,1.86,1.2,352,True,3886.04,3919.7799999999997
2022-08-25,SITE_009,East,conservative,CEM_I,12.83,10.27,4271.78,10.82,4272.33,10.3,-2.75,352,True,3919.7799999999997,3920.33
2022-08-26,SITE_009,East,conservative,CEM_I,11.91,9.53,4272.33,34.45,4297.25,2.48,-1.09,352,True,3920.33,3945.25
2022-08-27,SITE_009,East,conservative,CEM_III,13.61,13.61,4297.25,24.83,4308.47,5.21,3.21,352,True,3945.25,3956.4700000000003
2022-08-28,SITE_009,East,conservative,CEM_III,19.5,19.5,4308.47,28.97,4317.94,0.47,5.97,352,True,3956.4700000000003,3965.9399999999996
2022-08-29,SITE_009,East,conservative,CEM_II,15.18,12.14,4317.94,11.35,4317.15,4.96,-5.0,352,True,3965.9399999999996,3965.1499999999996
2022-08-30,SITE_009,East,conservative,CEM_III,6.0,6.0,4317.15,35.25,4346.4,7.9,0.36,352,True,3965.1499999999996,3994.3999999999996
2022-08-31,SITE_009,East,conservative,CEM_III,15.16,12.13,4346.4,41.4,4375.67,15.84,-5.0,352,True,3994.3999999999996,4023.67
2022-09-01,SITE_009,East,conservative,CEM_I,17.71,14.17,4375.67,13.79,4375.29,7.65,-5.0,352,True,4023.67,4023.29
2022-09-02,SITE_009,East,conservative,CEM_III,12.1,12.1,4375.29,17.22,4380.41,18.2,1.7,352,True,4023.29,4028.41
2022-09-03,SITE_009,East,conservative,CEM_II,16.15,12.92,4380.41,33.33,4400.82,8.7,-4.22,352,True,4028.41,4048.8199999999997
2022-09-04,SITE_009,East,conservative,CEM_I,6.55,5.24,4400.82,48.85,4444.43,0.66,-2.17,352,True,4048.8199999999997,4092.4300000000003
2022-09-05,SITE_009,East,conservative,CEM_III,15.16,12.13,4444.43,30.87,4463.17,1.94,-5.0,352,True,4092.4300000000003,4111.17
2022-09-06,SITE_009,East,conservative,CEM_III,18.81,18.81,4463.17,47.36,4491.72,3.55,2.81,352,True,4111.17,4139.72
2022-09-07,SITE_009,East,conservative,CEM_II,12.13,12.13,4491.72,36.86,4516.45,0.75,6.54,352,True,4139.72,4164.45
2022-09-08,SITE_009,East,conservative,CEM_III,11.82,9.45,4516.45,44.13,4551.13,1.68,-0.05,352,True,4164.45,4199.13
2022-09-09,SITE_009,East,conservative,CEM_III,13.41,13.41,4551.13,44.94,4582.66,3.7,4.89,352,True,4199.13,4230.66
2022-09-10,SITE_009,East,conservative,CEM_II,14.54,11.63,4582.66,19.93,4590.96,0.14,-5.0,352,True,4230.66,4238.96
2022-09-11,SITE_009,East,conservative,CEM_I,19.7,15.76,4590.96,23.97,4599.17,0.83,-4.47,352,True,4238.96,4247.17
2022-09-12,SITE_009,East,conservative,CEM_II,11.74,11.74,4599.17,27.04,4614.47,1.16,6.25,352,True,4247.17,4262.47
2022-09-13,SITE_009,East,conservative,CEM_III,15.74,15.74,4614.47,13.9,4612.63,3.34,3.77,352,True,4262.47,4260.63
2022-09-14,SITE_009,East,conservative,CEM_II,17.42,13.94,4612.63,35.33,4634.02,0.92,-0.4,352,True,4260.63,4282.02
2022-09-15,SITE_009,East,conservative,CEM_III,8.04,8.04,4634.02,41.26,4667.24,6.73,9.05,352,True,4282.02,4315.24
2022-09-16,SITE_009,East,conservative,CEM_III,19.11,15.29,4667.24,16.49,4668.44,4.32,-3.82,352,True,4315.24,4316.44
2022-09-17,SITE_009,East,conservative,CEM_I,8.93,8.93,4668.44,39.64,4699.15,14.06,8.61,352,True,4316.44,4347.15
2022-09-18,SITE_009,East,conservative,CEM_II,6.19,4.95,4699.15,26.82,4721.02,1.46,-1.12,352,True,4347.15,4369.02
2022-09-19,SITE_009,East,conservative,CEM_III,6.52,6.52,4721.02,34.48,4748.98,8.41,3.42,352,True,4369.02,4396.98
2022-09-20,SITE_009,East,conservative,CEM_II,6.83,5.47,4748.98,13.42,4756.93,13.03,-3.91,352,True,4396.98,4404.93
2022-09-21,SITE_009,East,conservative,CEM_II,12.1,12.1,4756.93,45.25,4790.08,1.51,1.3,352,True,4404.93,4438.08
2022-09-22,SITE_009,East,conservative,CEM_II,0.0,0.0,4790.08,17.89,4807.97,0.26,-2.04,352,True,4438.08,4455.97
2022-09-23,SITE_009,East,conservative,CEM_I,16.77,13.41,4807.97,23.14,4817.7,1.21,-3.94,352,True,4455.97,4465.7
2022-09-24,SITE_009,East,conservative,CEM_I,17.32,17.32,4817.7,10.09,4810.47,0.63,5.84,352,True,4465.7,4458.47
2022-09-25,SITE_009,East,conservative,CEM_I,18.71,14.96,4810.47,40.41,4835.92,1.44,-0.9,352,True,4458.47,4483.92
2022-09-26,SITE_009,East,conservative,CEM_II,11.79,9.43,4835.92,11.54,4838.03,7.92,-1.1,352,True,4483.92,4486.03
2022-09-27,SITE_009,East,conservative,CEM_II,11.22,11.22,4838.03,19.69,4846.5,2.03,7.3,352,True,4486.03,4494.5
2022-09-28,SITE_009,East,conservative,CEM_III,10.09,10.09,4846.5,28.92,4865.33,1.39,4.58,352,True,4494.5,4513.33
2022-09-29,SITE_009,East,conservative,CEM_II,5.39,5.39,4865.33,39.12,4899.06,0.83,3.51,352,True,4513.33,4547.06
2022-09-30,SITE_009,East,conservative,CEM_II,6.32,5.06,4899.06,48.82,4942.82,17.38,-1.8,352,True,4547.06,4590.82
2022-10-01,SITE_009,East,conservative,CEM_II,8.35,6.68,4942.82,13.22,4949.36,6.71,-4.51,352,True,4590.82,4597.36
2022-10-02,SITE_009,East,conservative,CEM_II,15.03,15.03,4949.36,34.08,4968.41,0.36,9.91,352,True,4597.36,4616.41
2022-10-03,SITE_009,East,conservative,CEM_II,0.0,0.0,4968.41,11.61,4980.02,2.21,-3.34,352,True,4616.41,4628.02
2022-10-04,SITE_009,East,conservative,CEM_I,17.91,14.33,4980.02,36.82,5002.51,3.96,-0.72,352,True,4628.02,4650.51
2022-10-05,SITE_009,East,conservative,CEM_III,18.05,14.44,5002.51,30.84,5018.91,21.8,-1.04,352,True,4650.51,4666.91
2022-10-06,SITE_009,East,conservative,CEM_II,10.96,10.96,5018.91,45.9,5053.85,8.6,3.09,352,True,4666.91,4701.85
2022-10-07,SITE_009,East,conservative,CEM_I,8.47,8.47,5053.85,35.27,5080.65,10.94,9.83,352,True,4701.85,4728.65
2022-10-08,SITE_009,East,conservative,CEM_III,16.47,13.18,5080.65,15.85,5083.32,0.18,-0.48,352,True,4728.65,4731.32
2022-10-09,SITE_009,East,conservative,CEM_III,19.42,19.42,5083.32,44.17,5108.07,7.34,1.16,352,True,4731.32,4756.07
2022-10-10,SITE_009,East,conservative,CEM_II,13.96,11.17,5108.07,23.82,5120.72,1.83,-5.0,352,True,4756.07,4768.72
2022-10-11,SITE_009,East,conservative,CEM_II,13.64,13.64,5120.72,43.88,5150.96,1.9,4.32,352,True,4768.72,4798.96
2022-10-12,SITE_009,East,conservative,CEM_II,6.23,6.23,5150.96,49.88,5194.61,3.73,3.47,352,True,4798.96,4842.61
2022-10-13,SITE_009,East,conservative,CEM_II,15.4,12.32,5194.61,40.8,5223.09,5.07,-5.0,352,True,4842.61,4871.09
2022-10-14,SITE_009,East,conservative,CEM_I,17.39,13.91,5223.09,26.76,5235.94,2.47,-4.69,352,True,4871.09,4883.94
2022-10-15,SITE_009,East,conservative,CEM_I,15.1,15.1,5235.94,35.9,5256.74,2.51,0.72,352,True,4883.94,4904.74
2022-10-16,SITE_009,East,conservative,CEM_III,18.35,18.35,5256.74,49.39,5287.78,5.26,0.55,352,True,4904.74,4935.78
2022-10-17,SITE_009,East,conservative,CEM_III,7.59,7.59,5287.78,40.35,5320.54,2.61,7.8,352,True,4935.78,4968.54
2022-10-18,SITE_009,East,conservative,CEM_I,19.99,19.99,5320.54,26.91,5327.46,2.8,7.55,352,True,4968.54,4975.46
2022-10-19,SITE_009,East,conservative,CEM_II,14.93,11.94,5327.46,12.38,5327.9,0.94,-0.87,352,True,4975.46,4975.9
2022-10-20,SITE_009,East,conservative,CEM_III,5.26,4.21,5327.9,30.04,5353.73,0.9,-5.0,352,True,4975.9,5001.73
2022-10-21,SITE_009,East,conservative,CEM_II,16.54,13.24,5353.73,24.06,5364.55,1.64,-5.0,352,True,5001.73,5012.55
2022-10-22,SITE_009,East,conservative,CEM_III,17.13,17.13,5364.55,17.76,5365.18,0.44,5.58,352,True,5012.55,5013.18
2022-10-23,SITE_009,East,conservative,CEM_I,11.6,11.6,5365.18,39.29,5392.87,2.09,4.72,352,True,5013.18,5040.87
2022-10-24,SITE_009,East,conservative,CEM_II,15.04,15.04,5392.87,14.45,5392.28,6.85,1.79,352,True,5040.87,5040.28
2022-10-25,SITE_009,East,conservative,CEM_III,16.65,13.32,5392.28,29.25,5408.21,3.77,-2.96,352,True,5040.28,5056.21
2022-10-26,SITE_009,East,conservative,CEM_III,10.32,10.32,5408.21,48.83,5446.72,6.36,7.6,352,True,5056.21,5094.72
2022-10-27,SITE_009,East,conservative,CEM_II,19.81,15.85,5446.72,24.8,5455.67,1.7,-4.37,352,True,5094.72,5103.67
2022-10-28,SITE_009,East,conservative,CEM_II,7.82,7.82,5455.67,36.56,5484.41,4.31,0.93,352,True,5103.67,5132.41
2022-10-29,SITE_009,East,conservative,CEM_I,13.09,13.09,5484.41,44.56,5515.88,5.46,6.09,352,True,5132.41,5163.88
2022-10-30,SITE_009,East,conservative,CEM_I,14.96,14.96,5515.88,22.0,5522.92,7.4,8.04,352,True,5163.88,5170.92
2022-10-31,SITE_009,East,conservative,CEM_II,18.69,14.95,5522.92,28.25,5536.22,3.02,-0.82,352,True,5170.92,5184.22
2022-11-01,SITE_009,East,conservative,CEM_I,12.96,12.96,5536.22,34.19,5557.45,2.84,3.51,352,True,5184.22,5205.45
2022-11-02,SITE_009,East,conservative,CEM_I,14.71,14.71,5557.45,12.98,5555.72,1.72,1.36,352,True,5205.45,5203.72
2022-11-03,SITE_009,East,conservative,CEM_III,5.06,4.05,5555.72,31.36,5583.03,1.38,-1.61,352,True,5203.72,5231.03
2022-11-04,SITE_009,East,conservative,CEM_III,0.0,0.0,5583.03,17.95,5600.98,1.04,8.06,352,True,5231.03,5248.98
2022-11-05,SITE_009,East,conservative,CEM_I,8.58,8.58,5600.98,33.3,5625.7,0.88,8.92,352,True,5248.98,5273.7
2022-11-06,SITE_009,East,conservative,CEM_I,8.06,8.06,5625.7,24.62,5642.26,3.9,4.01,352,True,5273.7,5290.26
2022-11-07,SITE_009,East,conservative,CEM_I,7.85,7.85,5642.26,10.11,5644.52,6.17,3.09,352,True,5290.26,5292.52
2022-11-08,SITE_009,East,conservative,CEM_I,10.49,10.49,5644.52,16.49,5650.52,2.0,2.48,352,True,5292.52,5298.52
2022-11-09,SITE_009,East,conservative,CEM_II,15.16,12.13,5650.52,45.75,5684.14,20.55,-3.53,352,True,5298.52,5332.14
2022-11-10,SITE_009,East,conservative,CEM_III,16.8,16.8,5684.14,12.7,5680.04,0.73,4.32,352,True,5332.14,5328.04
2022-11-11,SITE_009,East,conservative,CEM_III,14.93,11.95,5680.04,32.81,5700.9,11.0,-3.38,352,True,5328.04,5348.9
2022-11-12,SITE_009,East,conservative,CEM_III,17.62,14.1,5700.9,15.15,5701.95,1.07,-3.62,352,True,5348.9,5349.95
2022-11-13,SITE_009,East,conservative,CEM_II,13.16,13.16,5701.95,37.37,5726.16,1.52,7.44,352,True,5349.95,5374.16
2022-11-14,SITE_009,East,conservative,CEM_III,19.8,19.8,5726.16,37.38,5743.74,7.52,5.71,352,True,5374.16,5391.74
2022-11-15,SITE_009,East,conservative,CEM_III,18.7,18.7,5743.74,49.61,5774.65,1.12,9.01,352,True,5391.74,5422.65
2022-11-16,SITE_009,East,conservative,CEM_III,19.47,19.47,5774.65,13.85,5769.03,1.41,4.48,352,True,5422.65,5417.03
2022-11-17,SITE_009,East,conservative,CEM_II,5.77,4.62,5769.03,43.05,5807.46,5.03,-3.89,352,True,5417.03,5455.46
2022-11-18,SITE_009,East,conservative,CEM_III,9.48,7.59,5807.46,29.89,5829.76,2.46,-0.94,352,True,5455.46,5477.76
2022-11-19,SITE_009,East,conservative,CEM_II,12.99,12.99,5829.76,42.76,5859.53,0.13,3.58,352,True,5477.76,5507.53
2022-11-20,SITE_009,East,conservative,CEM_I,19.77,19.77,5859.53,15.77,5855.53,13.12,6.77,352,True,5507.53,5503.53
2022-11-21,SITE_009,East,conservative,CEM_III,13.44,13.44,5855.53,21.6,5863.69,0.48,8.4,352,True,5503.53,5511.69
2022-11-22,SITE_009,East,conservative,CEM_I,7.72,7.72,5863.69,45.84,5901.81,13.87,0.57,352,True,5511.69,5549.81
2022-11-23,SITE_009,East,conservative,CEM_II,14.39,11.51,5901.81,21.32,5911.62,7.22,-1.54,352,True,5549.81,5559.62
2022-11-24,SITE_009,East,conservative,CEM_III,9.13,7.3,5911.62,24.67,5928.99,1.22,-2.88,352,True,5559.62,5576.99
2022-11-25,SITE_009,East,conservative,CEM_III,6.65,5.32,5928.99,16.77,5940.44,0.05,-4.67,352,True,5576.99,5588.44
2022-11-26,SITE_009,East,conservative,CEM_I,19.5,19.5,5940.44,26.78,5947.72,9.97,9.68,352,True,5588.44,5595.72
2022-11-27,SITE_009,East,conservative,CEM_II,9.51,9.51,5947.72,26.6,5964.81,5.45,4.31,352,True,5595.72,5612.81
2022-11-28,SITE_009,East,conservative,CEM_I,9.44,9.44,5964.81,14.62,5969.99,0.04,3.49,352,True,5612.81,5617.99
2022-11-29,SITE_009,East,conservative,CEM_II,6.76,6.76,5969.99,46.77,6010.0,27.46,1.47,352,True,5617.99,5658.0
2022-11-30,SITE_009,East,conservative,CEM_III,0.0,0.0,6010.0,20.6,6030.6,0.44,4.57,352,True,5658.0,5678.6
2022-12-01,SITE_009,East,conservative,CEM_II,12.13,12.13,6030.6,39.23,6057.7,2.6,1.78,352,True,5678.6,5705.7
2022-12-02,SITE_009,East,conservative,CEM_III,18.01,18.01,6057.7,23.02,6062.71,14.59,4.56,352,True,5705.7,5710.71
2022-12-03,SITE_009,East,conservative,CEM_I,18.4,18.4,6062.71,15.12,6059.43,21.68,7.53,352,True,5710.71,5707.43
2022-12-04,SITE_009,East,conservative,CEM_III,6.16,6.16,6059.43,44.07,6097.34,6.24,4.87,352,True,5707.43,5745.34
2022-12-05,SITE_009,East,conservative,CEM_I,8.59,6.88,6097.34,42.46,6132.92,13.58,-4.66,352,True,5745.34,5780.92
2022-12-06,SITE_009,East,conservative,CEM_II,11.71,11.71,6132.92,36.53,6157.74,0.4,6.5,352,True,5780.92,5805.74
2022-12-07,SITE_009,East,conservative,CEM_I,17.18,17.18,6157.74,21.35,6161.91,2.89,5.8,352,True,5805.74,5809.91
